area,bb_ratio,falling,hue1,hue2,hue3,hue4,hue5,hue6,hue7,position,variance
1122,1.0303030303030303,0,0.0013906067173832964,2.6857614079046138e-08,2.7020895479870654e-11,1.0556129992759752e-10,-3.2784692743993723e-21,-9.090171782573597e-15,4.586505484151123e-21,1,3386.585113888889
1406,1.027027027027027,0,0.0011281947637554485,7.364592597827829e-09,5.560755025750562e-12,3.4546893484314997e-12,8.433045735068711e-24,-1.6248515080727192e-16,1.257620312437694e-23,1,3390.385884331597
1020,1.1333333333333333,0,0.0012927894517438063,1.9169165910515731e-07,5.4206464256277285e-11,4.923591445756477e-11,1.9411931621301364e-21,1.698253694039918e-15,1.6436733915675478e-21,1,3536.868203081597
1184,1.15625,0,0.0011289222077176797,5.4209649054199194e-08,3.352189174861458e-11,6.480882175847798e-12,-9.551255013353569e-23,-4.240997395202141e-16,1.5202791040822741e-24,1,3224.11689578993
1044,1.2413793103448276,0,0.0013329046220333684,4.230207853110102e-08,2.491401654155218e-10,9.104254943323231e-11,1.3620412289992383e-20,1.7541038682291322e-14,1.5788130985632947e-21,1,3543.103779123264
1330,1.0857142857142856,0,0.001204459521251905,2.285002502251005e-08,2.5561521884455483e-11,3.335684425482473e-11,-6.346439091291291e-22,-1.0271629734650413e-15,-7.388875451808e-22,1,3906.3325100260413
980,1.25,0,0.001280080285079185,2.468452562798024e-07,2.286544490461271e-10,6.873785434966791e-11,8.094808193578093e-21,2.6465321813128447e-14,2.955712979882779e-21,1,3570.3456104166667
1575,1.2857142857142858,0,0.0011948927443210242,1.68985834421237e-07,9.433377320876108e-11,1.6347025531840498e-11,-6.014353553913987e-22,-5.6807811895538e-15,2.2440434122138677e-22,1,3529.641791493056
1260,1.0285714285714285,0,0.001244639793497804,2.3121144475342497e-08,7.147169271551532e-11,8.287544127774263e-11,-5.220117874225509e-21,-8.856533503197497e-15,-3.6651389800556136e-21,1,3728.528288888889
1558,1.0789473684210527,0,0.0011423153669870931,1.0818967238602254e-07,8.385002448191174e-11,4.79974979174759e-12,9.239714495245246e-23,7.981973866436506e-16,2.710091238933049e-23,1,3718.9643604166668
1320,1.4666666666666666,0,0.0011603586067755341,1.2916604845505026e-07,1.150872992621616e-10,2.655008619323367e-12,4.562832138799945e-23,-4.514730034218276e-16,8.482608245585805e-24,1,3161.648678993056
1080,1.4814814814814814,0,0.0012531538251516119,2.7091051085623954e-07,3.031605280367394e-11,4.9280301729639955e-11,1.246581475454367e-21,1.8083764360613763e-14,1.4402247201213293e-21,1,3225.6396109375
1225,1.0,0,0.0011399669870748954,3.6616231863283816e-08,1.1568293305913391e-12,6.763222048170157e-12,-5.076398064087499e-24,-1.0329590801141597e-15,-1.8223727687978522e-23,1,3782.300794270833
1140,1.2666666666666666,0,0.0013027705262835328,8.186900775862917e-08,2.0859621149194186e-11,3.526099500593475e-11,8.000078402340394e-22,9.492474368091875e-15,-5.239283581480853e-22,1,3257.2871831597226
1584,1.4545454545454546,0,0.0010170543656228253,1.9971562733512193e-07,3.2599509716865787e-11,2.3308151962009214e-12,1.510833496773141e-23,6.311244971340818e-16,-1.358430599586036e-23,1,4879.121595442709
1247,1.4827586206896552,0,0.0012157914176233364,2.6165469510848274e-07,4.505911436835666e-11,4.74821605328154e-12,-6.792027395551507e-23,-9.96653973402551e-16,-1.450749025037525e-23,1,3539.886178993055
1258,1.088235294117647,0,0.0011937439702625913,8.446851880286015e-08,1.5385916359024157e-11,1.7912607552853384e-12,8.9947765647001e-24,1.786682341030528e-16,2.7429965826805835e-24,1,3560.7381555555557
1326,1.1470588235294117,0,0.0011991645658189424,1.0404089756423229e-07,1.787180709997497e-11,3.295402104678509e-12,2.511324300192402e-23,6.645281569894091e-16,2.9838422078847158e-24,1,3217.45719266493
1326,1.1470588235294117,0,0.0011727704497026404,1.6493669984119581e-07,3.76996864704207e-11,2.5339857886782806e-12,-3.298105020193129e-24,4.768489924350905e-16,-2.4546520567031875e-23,1,3820.306541493055
1452,1.3333333333333333,0,0.0010610269449479908,3.933774861647097e-08,6.409906821554922e-14,2.0874503584524562e-11,-1.2331088725544152e-23,2.9238869174206907e-15,2.0760219498157296e-23,1,4371.364824826388
1386,1.2727272727272727,0,0.0012102932903129571,6.983876555936332e-08,3.6011812880914316e-11,1.2485062241576272e-11,2.105960111884982e-22,3.292423598203656e-15,1.6041519856210176e-22,1,3238.9429359375004
1178,1.2258064516129032,0,0.00119389490706928,9.651118968037775e-08,9.669500400350186e-12,2.398438015348221e-11,2.395505340745748e-22,-2.1642479062826302e-16,2.7572793579895704e-22,1,3075.3878664930553
1295,1.0571428571428572,0,0.0012469100375839797,1.421089790548812e-07,1.9934667213724347e-11,2.2924487285972328e-11,2.8634686978917304e-22,1.3056306118847281e-15,3.9770523847264153e-22,1,3134.0793141927084
1240,1.2903225806451613,0,0.0013270887150153689,9.044730862029641e-08,5.1236091071145825e-11,2.4069345695697353e-11,4.639453169485563e-22,1.1982773652646714e-15,7.065407354130764e-22,1,3076.0375270833338
1248,1.21875,0,0.0014750222754744552,2.0584118420603116e-07,3.739702149483414e-11,1.0119366312866908e-11,1.0357950171198358e-22,4.388050218810123e-15,1.6740233162103137e-22,1,3654.8948956597224
1292,1.1176470588235294,0,0.001333348069866075,1.3029510770826707e-07,2.1816344002208108e-11,2.1404239906941493e-11,-4.378628074615702e-22,5.213470534665784e-15,-1.490333719702785e-22,1,3656.1088103732636
1296,1.0,0,0.001323565607341027,4.736933100796855e-08,1.671800019470373e-11,5.323396183075077e-12,4.5498841952865205e-23,1.1579453441773353e-15,2.1257656526590703e-23,1,4040.3471332899303
874,1.6521739130434783,0,0.0013995575357964687,4.826217048700866e-07,2.1586748196931873e-12,7.271841734616104e-12,1.6870762409683336e-23,-2.672621963966586e-15,2.335505061972919e-23,1,2634.2813109374997
1144,1.6923076923076923,0,0.0011109578532537505,2.1594975441240153e-07,9.456061466420224e-11,1.8900828263804525e-11,-2.7722952301659954e-22,-8.305922563721467e-15,-7.494210251433427e-22,1,3274.9824159722225
1360,1.1764705882352942,0,0.0012907051150102202,5.336608607095037e-08,7.106248045665937e-11,1.7010722545173563e-11,-4.2001643607412215e-22,-2.8799498921722916e-15,-4.163858850174347e-22,1,3981.0915812065973
1085,1.1290322580645162,0,0.0011159495852093308,1.1779808813689021e-07,9.063695377643096e-12,1.453126691266826e-11,1.4656287553220425e-22,-4.946917134359523e-15,7.956298248513639e-23,2,2030.2540266927083
1470,1.6333333333333333,0,0.0014356101495076187,5.378090745228781e-07,2.3223098258800182e-11,3.282108986832771e-11,6.747536015360652e-22,2.2375175803386226e-14,-6.0479387433616895e-22,2,2271.4164312065973
1023,1.064516129032258,0,0.0010518493111530327,6.232576901043221e-07,2.0579320876808519e-10,2.200507774801216e-11,7.126969279898069e-23,2.133262935075821e-15,1.4790957909456511e-21,2,2526.0704478732637
1702,1.2432432432432432,0,0.0010631372978541827,1.1115485652090845e-07,1.7100406090665977e-11,2.17980856236537e-11,4.134795272732948e-22,7.216712867996929e-15,7.843587045533776e-23,2,1948.9920789930554
1085,1.1290322580645162,0,0.0008276811395711327,3.52657177714075e-08,2.1865866551300914e-11,2.9160325772277024e-13,-4.615156102980894e-25,1.7764630312676855e-17,-5.737453565232547e-25,2,2151.2099984375
945,1.2962962962962963,0,0.001426839142799488,1.8004679112215312e-07,1.8415673372581615e-10,1.1811117414028891e-10,1.083017473952116e-20,4.7970256063592445e-14,-1.364326739761104e-20,2,2025.1544026041668
810,1.1111111111111112,0,0.001589682973733074,1.0230618235635088e-07,3.0083003484659005e-11,9.073080343564913e-11,-4.112161076052153e-21,-2.646583952424556e-14,2.3577998761710785e-21,2,2117.900583159722
2444,1.1063829787234043,0,0.0009645375640220634,3.112779371492947e-08,1.5558639482512677e-11,4.731378504411927e-12,1.0664648546912579e-23,-5.207446946337366e-16,-3.9168607926678835e-23,2,2304.8592159722225
1312,1.28125,0,0.0008842744656470669,8.942377418934098e-08,9.137663297196462e-12,1.5873037464191901e-12,1.2833042439103412e-24,4.464942989437003e-16,5.907373553513333e-24,2,1960.9252276041668
1287,1.1818181818181819,0,0.0009090519601407921,4.3814857470977155e-08,3.170656104985518e-13,9.470552743154768e-12,1.408217753720264e-23,-4.888767018117159e-17,-8.427117919009181e-24,2,2184.503462456597
918,1.2592592592592593,0,0.0008689189961698966,4.036534704366919e-07,8.231728350723367e-11,6.994278990810687e-12,-1.109122110915528e-22,-3.8777651507258285e-15,1.2595292120825982e-22,2,2521.156561414931
1292,1.1176470588235294,0,0.0009731165665812706,2.4465452878453204e-08,6.96803318327331e-12,4.806974365535509e-12,-2.07136284206319e-23,1.1685149563349203e-17,-1.8571975483428123e-23,2,1798.5845692708335
1404,1.0833333333333333,0,0.0008549862933533896,7.679319155903885e-09,3.028468304535587e-11,1.172157947289316e-12,3.6041816980642855e-24,8.008106884770292e-17,-5.981897341367834e-24,2,2081.2896416666667
832,1.2307692307692308,0,0.001072029276538277,2.4852280643499278e-08,1.4194094713926232e-11,7.302564925313686e-12,6.872810410919488e-24,-4.659014457559529e-16,-7.402925786221775e-23,2,1869.0678937065975
832,1.2307692307692308,0,0.0010242145421054225,3.349577676259009e-08,5.444704295741438e-11,1.1391580384062837e-11,-2.822646106292557e-22,1.144107219939695e-15,-2.852685287433014e-23,2,2255.7403456597226
972,1.3333333333333333,0,0.0013319709159152577,1.5139504903343496e-07,1.3352341357573934e-10,5.661802511343412e-11,3.1888890917970245e-21,2.0599690028390196e-14,-3.75030526346193e-21,2,2135.11650516493
899,1.0689655172413792,0,0.0013307856686178656,8.980336383912746e-08,2.932440540588275e-11,8.61617131561718e-11,-4.238765331796595e-21,1.61282413460474e-14,8.889595561616382e-22,2,1570.8629993055551
1188,1.6296296296296295,0,0.001057524487599097,1.8529536406145175e-07,6.528365703736902e-12,2.9291859387917476e-12,-6.072738949112284e-24,-1.1226887949602749e-15,-1.127820602413443e-23,2,2340.8339485677084
1386,1.2727272727272727,0,0.0011742343268336636,1.1301041253079454e-07,5.1136767742339714e-11,3.392637308122636e-11,1.544932252543428e-22,3.111417923290366e-15,-1.4046289366443892e-21,2,2207.55683641493
1152,1.125,0,0.0013014751387013849,5.1418935475342656e-08,6.438522515604431e-11,2.582213549299179e-12,-3.16920301520984e-23,2.7173684168854664e-16,-1.0207061866173858e-23,2,2221.5366801649307
1610,1.3142857142857143,0,0.0009057945429506,7.069911222940524e-08,4.698094277443008e-12,4.3613204876926e-12,1.592101536294451e-23,-6.674870752330616e-16,-1.1673129153516914e-23,2,2121.489928993056
1221,1.121212121212121,0,0.0011382943652649912,3.075639145513281e-08,2.9232634733317696e-11,4.86848156260737e-11,-1.815619276760936e-21,-3.4836257732755833e-15,-2.7708626149383413e-22,2,1951.3883222222223
1406,1.027027027027027,0,0.0008714901110448615,1.6217644852680422e-07,2.3164475522067572e-12,6.337865692908348e-12,2.2058631055284623e-23,2.524624309093882e-15,1.0156010504182389e-23,2,2521.847369748264
858,1.2692307692307692,0,0.0008191661737290969,4.4661760029294915e-09,2.561397520788274e-11,4.304931637598504e-12,-4.507013597164003e-23,2.825893559431916e-16,-3.4911482097587635e-24,2,2295.471915972222
1862,1.2894736842105263,0,0.0010196285756929652,8.420457781951604e-08,4.390857845571422e-12,7.197297036824825e-12,3.6868585107417373e-23,3.6018391863782344e-16,-1.6665571455240308e-23,2,1695.4410826388887
1184,1.15625,0,0.000980392156862745,2.402921953094963e-07,1.060112626365425e-09,1.1779029181838056e-10,4.162365853997774e-20,5.774033912665714e-14,0.0,2,2480.7908984375
1224,1.0588235294117647,0,0.000980392156862745,9.611687812379853e-07,0.0,0.0,0.0,0.0,0.0,2,2557.481790104167
2050,1.2195121951219512,0,0.0009967633103941265,6.327427355951725e-08,3.035129947666713e-11,1.1155146710584013e-11,1.1269448327221612e-22,-1.774063696277118e-15,-1.715549109892568e-22,2,1987.1671905815974
1551,1.4242424242424243,0,0.0012738649006430597,3.164811366082696e-07,5.84734087369373e-11,1.1994445528458006e-11,1.257973874411715e-22,4.080955455347298e-15,2.916793166257333e-22,2,2337.2961610677085
1968,1.170731707317073,0,0.0009989251530286491,5.376355985195022e-08,2.5706954606924113e-11,6.70584024009648e-12,-5.684527530325897e-23,-1.5429136906164883e-15,-6.723504848796335e-23,2,2167.389228993055
1870,1.6176470588235294,1,0.0010555966401250775,2.1044953255588166e-07,1.1999077295456241e-11,9.00509881656416e-12,1.4909505370252357e-23,1.245626435079279e-15,-9.24116303726595e-23,3,2647.3473914930555
1862,1.2894736842105263,1,0.0008660341179311539,5.338934629953254e-08,1.0231084397993718e-11,3.562146155323323e-12,1.7266858532972168e-24,2.734786248124454e-16,-2.143502112177213e-23,3,2689.311340234375
1720,1.075,1,0.0009100214723239649,1.7870631756672217e-08,4.13890852682008e-12,9.145469372726344e-12,4.672735600374206e-23,8.661288083305625e-16,-3.1344896944354233e-23,3,2501.2849888888886
2668,1.2608695652173914,1,0.0008586683628824989,1.353575136017511e-08,7.31682854377631e-13,1.254799415784576e-12,1.02509903600551e-24,-1.4288964589045582e-16,6.2830262194218345e-25,3,2757.380641276042
2832,1.2291666666666667,1,0.0008490832743305414,9.160697302343338e-09,2.1078628365102439e-13,7.075374438414529e-13,5.208847131258708e-26,-2.805097404240124e-17,2.682298381081084e-25,3,2672.844273914931
1344,2.3333333333333335,1,0.0014303156826527227,7.906622062550887e-07,4.773578232684297e-13,1.6166094822341672e-12,-1.3120591103575528e-24,7.633392880754613e-16,-5.434013216988549e-25,3,2492.3224305555555
2898,1.3695652173913044,1,0.0009259549776177579,6.569126962162276e-08,3.6797873689857274e-13,2.5846303202800806e-15,5.329811962680478e-30,6.289895948196813e-19,-7.953091328664615e-29,3,2680.879965972222
2170,1.7714285714285714,1,0.0010383116473727332,2.5637475512120835e-07,1.7267885094337886e-12,7.291166842859888e-12,1.5073860489925297e-23,1.5549341408389445e-15,-2.1026014095792087e-23,3,2530.2191228732636
2223,1.4615384615384615,1,0.0009554151950998322,1.4864283561990183e-07,9.512534665593031e-14,3.684889768276977e-12,1.5222933550126206e-24,1.0020105604842574e-15,1.5627588600143155e-24,3,2505.220516493056
2436,1.380952380952381,1,0.000941463658682208,9.637080369658573e-08,8.99852992980766e-13,4.092088340992106e-13,-2.232453580104695e-25,1.2027293817437406e-16,1.087287579383982e-25,3,2619.7352009982637
2448,1.8888888888888888,1,0.0010046048251798377,2.2356153921937703e-07,5.217484449082477e-15,3.5179584958878897e-12,-2.90545852446099e-26,1.0060104840119879e-15,4.757274251389693e-25,3,2573.5955329427084
1856,1.8125,1,0.0011142870032160095,3.8377664865010544e-07,8.703116507325979e-12,5.768286431965542e-12,-3.924135587855135e-23,-2.8357152540282294e-15,1.142347889902674e-23,3,2537.509030859375
1984,1.9375,1,0.0011047257400198132,3.4453249032207073e-07,1.9586455232031353e-12,8.684777125492153e-12,2.8271939922259583e-23,3.6727884947260504e-15,-2.1993472614326292e-23,3,2477.722233333333
2108,1.8235294117647058,1,0.0010968542678917127,3.3804880236746326e-07,1.2440148889222862e-12,6.9936198533721655e-12,1.5761214121417728e-23,2.870412657177088e-15,-1.3308477027888937e-23,3,2547.865583159722
1219,2.3043478260869565,1,0.001594556430456513,1.2840142444926817e-06,1.0872424097707042e-13,1.370801303998487e-11,9.968010419237716e-24,1.3650607618718951e-14,1.344239605259372e-23,3,2473.5554652343753
2806,1.326086956521739,1,0.0009269004034482694,6.221710453128747e-08,1.221809584942253e-13,1.1307918653680702e-12,6.890469556571571e-26,-2.3520868551058077e-16,-4.1462943061831175e-25,3,2700.5992888888886
2622,1.2391304347826086,1,0.0008142647896323301,1.4893210487657364e-08,6.478176329039419e-13,9.112641787670064e-13,1.8267228612699441e-25,-2.5739036984626097e-17,-6.759029372909099e-25,3,2363.386687326389
2013,1.8484848484848484,1,0.0010831189358288737,3.3107991716427456e-07,2.4688073804560086e-12,9.459325659643692e-12,4.1016798104285395e-23,4.78217723532353e-15,-2.018029502684137e-23,3,2546.014181901042
2914,1.3191489361702127,1,0.0008761708853733007,2.5705191224988417e-08,4.4653248935824084e-13,2.4254172797319593e-13,4.399333745358822e-26,3.075171070135103e-17,6.66007324217066e-26,3,2558.0576692708332
2793,1.163265306122449,1,0.000888597416088357,1.8764752804730934e-08,6.452809223249575e-13,1.0414751906425573e-12,8.45079068223097e-25,-1.3810795410177289e-16,-1.2160508412634109e-25,3,2413.8664051649303
2046,1.878787878787879,1,0.0010923815240675787,3.3388952703213755e-07,9.894245386600261e-13,6.887507947961568e-12,1.2712112103771869e-23,3.0584485545683433e-15,-1.2715144323641399e-23,3,2454.53109375
1653,1.9655172413793103,1,0.0011841277531247786,5.03867169826715e-07,2.3932130068983004e-12,2.0223717235482837e-12,3.872762796923245e-24,-9.05283140456868e-16,2.190230467474964e-24,3,2279.6778624565973
1404,1.9259259259259258,1,0.0011418205116868173,4.958079924335025e-07,6.5930213320465506e-12,3.2539491332547748e-12,6.078080113474334e-25,1.6436967134305779e-16,-1.5059305140646638e-23,3,2560.151496484375
1560,2.3076923076923075,1,0.0013955074538535338,9.764927678338783e-07,2.8561778760749775e-11,3.143734369550072e-11,8.785413399283452e-22,2.922434408319249e-14,3.399587783218603e-22,3,2342.484149305556
1159,3.210526315789474,1,0.002135764284082118,3.1786063495363184e-06,2.0589449359198546e-10,2.6734924498772827e-10,6.264597499201211e-20,4.5168814868854256e-13,-3.1480089993217046e-21,3,2443.752390234375
1645,1.3428571428571427,1,0.0009453836339820177,6.766830926183549e-08,1.2139805638180876e-11,1.4834845263170582e-11,1.985443785097096e-22,3.76337196486301e-15,1.4610987926120377e-23,3,2692.458888888889
2745,1.3555555555555556,1,0.0009240939413860181,8.78025308760633e-08,2.5855089831071615e-13,1.1753041266792881e-12,2.6025037029915488e-25,-2.996370994724822e-16,5.93317510985651e-25,3,2510.747622873264
1972,1.7058823529411764,1,0.0010525747459956731,2.979940781401475e-07,4.665954390189203e-13,1.602818000535468e-12,1.3708014311497895e-24,-5.216895161670988e-16,-2.0541256734481796e-25,3,2424.431624609375
2236,1.2093023255813953,1,0.000803582825799551,4.295854489314516e-09,3.113583921329368e-12,4.290800712610578e-12,1.4141913892655997e-23,2.591519899214746e-16,6.780307618007437e-24,3,2621.1835373263893
1806,1.0238095238095237,1,0.0009176244702518441,1.3834207935949964e-08,1.5458275779031744e-12,6.643359638339995e-13,-5.188401163015254e-25,-5.564330001216289e-17,-4.289998542944867e-25,3,2288.7924978732635
